,Year,CountyName,DistrictName,SchoolName,SchoolCode,IndexScore,LetterGrade,DistrictCode,AvgIncome,AvgPropValADM,Unemployment,PovertyRate,SingleParentFam,FRL,College,HighSchool,BelowHS,FallEnrollment,NonSpEdTeachers,AvgTeacherSalary,AdvancedDegrees,AvgYrsExperience,SpEdTeachersFTE,CounselorsFTE,OtherStaffFTE,AdministratorsFTE,SchoolType,Hispanic%,NativeAmerican%,Asian%,AfricanAmerican%,PacificIslander%,White%,TwoRaces%,Total,3_Math_Advanced,3_Math_Below_Satisfactory,3_Math_Satisfactory,3_Reading_Advanced,3_Reading_Below_Satisfactory,3_Reading_Satisfactory,4_Math_Advanced,4_Math_Below_Satisfactory,4_Math_Satisfactory,4_Reading_Advanced,4_Reading_Below_Satisfactory,4_Reading_Satisfactory,5_Math_Advanced,5_Math_Below_Satisfactory,5_Math_Satisfactory,5_Reading_Advanced,5_Reading_Below_Satisfactory,5_Reading_Satisfactory,5_Science_Advanced,5_Science_Below_Satisfactory,5_Science_Satisfactory,5_SocialStudies_Advanced,5_SocialStudies_Below_Satisfactory,5_SocialStudies_Satisfactory,5_Writing_Advanced,5_Writing_Below_Satisfactory,5_Writing_Satisfactory,6_Math_Advanced,6_Math_Below_Satisfactory,6_Math_Satisfactory,6_Reading_Advanced,6_Reading_Below_Satisfactory,6_Reading_Satisfactory,7_Geography_Advanced,7_Geography_Below_Satisfactory,7_Geography_Satisfactory,7_Math_Advanced,7_Math_Below_Satisfactory,7_Math_Satisfactory,7_Reading_Advanced,7_Reading_Below_Satisfactory,7_Reading_Satisfactory,8_History_Advanced,8_History_Below_Satisfactory,8_History_Satisfactory,8_Math_Advanced,8_Math_Below_Satisfactory,8_Math_Satisfactory,8_Reading_Advanced,8_Reading_Below_Satisfactory,8_Reading_Satisfactory,8_Science_Advanced,8_Science_Below_Satisfactory,8_Science_Satisfactory,8_Writing_Advanced,8_Writing_Below_Satisfactory,8_Writing_Satisfactory,EOI_Algebra_Advanced,EOI_Algebra_Below_Satisfactory,EOI_Algebra_Satisfactory,EOI_AlgebraII_Advanced,EOI_AlgebraII_Below_Satisfactory,EOI_AlgebraII_Satisfactory,EOI_Biology_Advanced,EOI_Biology_Below_Satisfactory,EOI_Biology_Satisfactory,EOI_EnglishII_Advanced,EOI_EnglishII_Below_Satisfactory,EOI_EnglishII_Satisfactory,EOI_EnglishIII_Advanced,EOI_EnglishIII_Below_Satisfactory,EOI_EnglishIII_Satisfactory,EOI_Geometry_Advanced,EOI_Geometry_Below_Satisfactory,EOI_Geometry_Satisfactory,EOI_USHistory_Advanced,EOI_USHistory_Below_Satisfactory,EOI_USHistory_Satisfactory,Performance_Multiplier,GrowthMultiplier,BottomGrowth_Multiplier,TotalBonusPoints,OveralSchoolGrade,OverallLetterGrade,ELA_ExamCounty,ELA_GrowthIndex,ELA_LetterGrade,Math_ExamCounty,Math_GrowthIndex,Math_LetterGrade,Science_ExamCounty,Science_GrowthIndex,Science_LetterGrade,SocialStudies_ExamCounty,SocialStudies_GrowthIndex,SocialStudies_LetterGrade,Writing_ExamCounty,Writing_GrowthIndex,Writing_LetterGrade,Overall_ExamCounty,Overall_GrowthIndex,Overall_LetterGrade,ELA_ExamCount_bq,ELA_GrowthIndex_bq,ELA_LetterGradeas_bq,Math_ExamCount_bq,Math_GrowthIndex_bq,Math_LetterGrade_bq,OverallExamCount_bq,OverallGrowthIndex_bq,OverallLetterGrade_bq,AttendenceRate,AttendenceRate_Bonus,DropOutRate,DropOutRate_Bonus,AP_participationIndex,AP_PerformanceIndex,AP_Bonus,GradRate,GradRate_Bonus,LowPerfm_Grade8,LowPerfm_Grade8_Bonus,CollegeEntranceExam_Participation,CollegeEntranceExam_Performance,CollegeEntranceExam_Bonus,EOIPerformanceRate,EOIPerformanceRate_Bonus,AchievedGrowthTarget,AchievedGrowthTarget_Bonus,LetterGradeGroup
10,2016,OKLAHOMA,MIDWEST CITY-DEL CITY,CARL ALBERT HS,55I052705,92.0,A-,55I052,56255.19,35589.64,0.07,0.16,0.45,0.395,0.2,0.7,0.1,1074.0,56.3,46933.91,0.349,14.96,6.98,3.0,1.87,5.0,High School,0.0726,0.0968,0.0149,0.2151,0.0074,0.5466,0.0466,1074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2136,0.11,0.6764,0.3854,0.06,0.5546,0.0975,0.35,0.5525,0.2842,0.02,0.6958,0.133,0.05,0.8170000000000001,0.3822,0.09,0.5278,0.28,0.2,0.52,50.0,25.0,25.0,9.0,96.0,A,238.0,94.0,A,246.0,89.0,B,,,,,,,,,,484.0,92.0,A,59.0,83.0,B    ,61.0,64.0,D    ,120.0,73.0,C    ,,0.0,,0.0,0.95,0.95,1.0,0.95,5.0,0.93,1.0,0.83,0.58,1,0.73,0.0,4.0,1.0,A
11,2016,OKLAHOMA,OKLAHOMA CITY,NORTHEAST HS,55I089760,70.0,C-,55I089,53956.08,50805.13,0.08,0.28,0.47,0.762,0.22,0.55,0.23,193.0,15.66,58711.14,0.34299999999999997,13.46,1.05,0.5,0.69,2.0,High School,0.0674,0.0104,0.0259,0.8238,0.0,0.0155,0.057,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0082,0.59,0.4018,0.0,0.78,0.22,0.0,0.88,0.12,0.0204,0.32,0.6596,0.0,0.29,0.71,0.0828,0.31,0.6072,0.0,0.74,0.26,50.0,25.0,25.0,8.0,72.0,C-,39.0,72.0,C,51.0,65.0,D,,,,,,,,,,90.0,68.0,D,,,,,,B    ,21.0,86.0,B    ,,0.0,,0.0,0.95,0.95,1.0,0.95,5.0,0.0,1.0,0.95,0.29,1,0.33,0.0,4.0,1.0,C
12,2016,OKMULGEE,PRESTON,PRESTON HS,56I005705,88.0,B+,56I005,66033.33,13267.41,0.07,0.15,0.51,0.484,0.24,0.69,0.08,184.0,7.67,44794.84,0.5870000000000001,13.89,0.5,0.5,0.5,1.0,High School,0.0707,0.1848,0.0,0.1196,0.0054,0.4239,0.1957,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3916,0.11,0.4984,0.1827,0.13,0.6873,0.027000000000000003,0.55,0.423,0.1932,0.08,0.7268,0.2619,0.03,0.7081,0.5605,0.05,0.3895,0.1725,0.25,0.5775,50.0,25.0,25.0,10.0,98.0,A+,40.0,90.0,A,35.0,83.0,B,,,,,,,,,,75.0,87.0,B,,,C    ,,,,18.0,72.0,C    ,,0.0,,0.0,0.95,0.95,1.0,0.95,5.0,0.0,1.0,0.79,0.59,1,0.85,1.0,5.0,1.0,B
13,2016,PITTSBURG,SAVANNA,SAVANNA HS,61I030705,84.0,B,61I030,63587.29,28048.74,0.05,0.13,0.35,0.5579999999999999,0.18,0.71,0.11,174.0,11.03,47123.55,0.4,20.2,1.0,0.25,0.63,0.5,High School,0.0057,0.4138,0.0115,0.0,0.0,0.5632,0.0057,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.332,0.17,0.498,0.204,0.15,0.6459999999999999,0.018000000000000002,0.7,0.282,0.1092,0.09,0.8008,0.22,0.0,0.78,0.1606,0.27,0.5694,0.1368,0.24,0.6232,50.0,25.0,25.0,8.0,86.0,B,38.0,84.0,B,38.0,89.0,B,,,,,,,,,,76.0,87.0,B,,,,,,,18.0,78.0,C    ,,0.0,,0.0,0.95,0.95,1.0,0.95,5.0,0.93,1.0,,0.5,0,0.6,0.0,4.0,1.0,B
14,2016,POTTAWATOMIE,ASHER,ASHER HS,63I112705,81.0,B-,63I112,46801.36,21185.06,0.04,0.25,0.31,0.662,0.11,0.71,0.17,71.0,5.29,43377.86,0.297,11.68,0.5,0.5,0.0,0.5,High School,0.0986,0.3239,0.0,0.0141,0.0,0.5634,0.0,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,0.0,0.77,0.73,0.0,0.27,0.0,0.6,0.4,0.0,0.25,0.75,0.2937,0.11,0.5963,0.5005,0.09,0.4095,0.0301,0.57,0.3999,50.0,50.0,0.0,8.0,80.0,B-,15.0,67.0,D,19.0,95.0,A,,,,,,,,,,34.0,82.0,B,,,,,,,,,,,0.0,,0.0,0.95,0.95,1.0,0.95,5.0,0.0,1.0,,0.2,0,0.52,0.0,4.0,1.0,B
15,2016,STEPHENS,CENTRAL HIGH,CENTRAL HIGH HS,69I034705,89.0,B+,69I034,75038.83,33027.83,0.03,0.07,0.14,0.337,0.25,0.66,0.09,92.0,6.5,44524.17,0.385,17.3,0.33,0.33,0.33,0.5,High School,0.0435,0.0652,0.0,0.0326,0.0,0.837,0.0217,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1792,0.36,0.4608,0.1566,0.42,0.4234,0.1767,0.07,0.7533,0.1638,0.09,0.7462,0.3913,0.09,0.5187,0.1378,0.47,0.3922,50.0,50.0,0.0,9.0,93.0,A,,,A,,,,,,,,,,,,,26.0,88.0,B,,,,,,,,,,,0.0,,0.0,0.95,0.95,1.0,0.95,5.0,0.0,1.0,0.77,0.48,1,0.74,0.0,4.0,1.0,B
16,2015,CANADIAN,PIEDMONT,PIEDMONT HS,09I022705,90.0,A-,09I022,102464.01,41688.55,0.04,0.04,0.11,0.228,0.43,0.52,0.05,852.0,40.86,42904.38,0.184,10.21,3.0,2.0,1.0,3.92,High School,0.0775,0.1397,0.0434,0.0423,0.0,0.6972,0.0,852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1326,0.22,0.6474,0.1512,0.28,0.5688,0.1898,0.27,0.5402,0.3496,0.08,0.5704,0.1746,0.03,0.7954,0.3827,0.11,0.5073,0.3825,0.15,0.4675,50.0,25.0,25.0,9.0,90.0,A-,385.0,94.0,A,582.0,80.0,B,217.0,71.0,C,195.0,83.0,B,0.0,0.0,,1379.0,83.0,B,45.0,80.0,B    ,56.0,61.0,D    ,101.0,69.0,D    ,,0.0,,0.0,0.95,0.95,1.0,0.95,5.0,0.91,1.0,0.9,0.69,1,0.78,0.0,4.0,1.0,A
17,2015,COMANCHE,STERLING,STERLING HS,16I003705,70.0,C-,16I003,67784.95,25818.61,0.07,0.15,0.31,0.423,0.24,0.67,0.09,111.0,8.57,50891.37,0.267,22.77,0.71,0.5,0.0,1.0,High School,0.0541,0.036,0.0,0.0,0.0,0.8018,0.1081,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11699999999999999,0.35,0.5329999999999999,0.13,0.35,0.52,0.04,0.5,0.46,0.068,0.15,0.782,0.39,0.0,0.61,0.1387,0.27,0.5913,0.0671,0.39,0.5429,50.0,25.0,25.0,8.0,70.0,C-,60.0,87.0,B,73.0,60.0,D,29.0,45.0,F,29.0,59.0,F,0.0,0.0,,191.0,66.0,D,,,,,,,11.0,45.0,F    ,,0.0,,0.0,0.95,0.95,1.0,0.95,5.0,0.0,1.0,,0.55,0,0.67,0.0,4.0,1.0,C
18,2015,GARFIELD,DRUMMOND,DRUMMOND HS,24I085705,100.0,A+,24I085,62772.48,41575.39,0.06,0.12,0.27,0.413,0.16,0.66,0.17,92.0,7.68,43295.83,0.20600000000000002,19.08,0.86,0.0,0.25,0.0,High School,0.1196,0.0217,0.0109,0.0217,0.0,0.8043,0.0217,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.12,0.66,0.31,0.0,0.69,0.1875,0.25,0.5625,0.36,0.0,0.64,0.47,0.0,0.53,0.45,0.0,0.55,0.3738,0.11,0.5162,50.0,50.0,0.0,8.0,100.0,A+,37.0,97.0,A,42.0,90.0,A,14.0,64.0,D,25.0,72.0,C,0.0,0.0,,118.0,86.0,B,,,,,,,,,,,0.0,,0.0,0.95,0.95,1.0,0.95,5.0,0.91,1.0,,0.43,0,0.67,0.0,5.0,1.0,A
19,2015,JACKSON,ELDORADO,ELDORADO HS,33I025705,62.0,D-,33I025,59802.86,91782.86,0.05,0.23,0.38,0.742,0.27,0.59,0.14,31.0,4.0,44117.87,0.156,9.39,0.5,0.0,0.06,0.13,High School,0.3871,0.0645,0.0,0.0323,0.0,0.5161,0.0,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,50.0,0.0,8.0,62.0,D-,11.0,55.0,F,17.0,47.0,F,0.0,0.0,**,0.0,0.0,**,0.0,0.0,,43.0,51.0,F,,,,,,,,,,,0.0,,0.0,0.95,0.95,1.0,0.95,5.0,0.0,1.0,,0.29,0,0.1,0.0,3.0,1.0,D
20,2015,KINGFISHER,OKARCHE,OKARCHE HS,37I105705,99.0,A+,37I105,88833.66,117881.41,0.0,0.08,0.09,0.067,0.24,0.67,0.09,75.0,6.53,47896.6,0.262,16.53,0.0,0.43,0.29,0.4,High School,0.04,0.04,0.0,0.0,0.0,0.8933,0.0267,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.61,0.39,,,,0.485,0.03,0.485,0.17,0.0,0.83,0.068,0.15,0.782,0.1368,0.24,0.6232,50.0,50.0,0.0,9.0,99.0,A+,57.0,93.0,A,47.0,66.0,D,0.0,0.0,**,0.0,0.0,C,0.0,0.0,,143.0,79.0,C,,,,,,,,,,,0.0,,0.0,0.95,0.95,1.0,0.95,5.0,0.0,1.0,0.89,0.71,1,0.79,0.0,5.0,1.0,A
21,2015,LINCOLN,STROUD,STROUD HS,41I054705,78.0,C+,41I054,54683.82,271928.99,0.09,0.15,0.36,0.39899999999999997,0.14,0.71,0.16,233.0,16.71,45399.69,0.248,16.36,1.0,1.0,1.64,1.0,High School,0.0,0.1545,0.0129,0.03,0.0,0.7897,0.0129,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0368,0.54,0.4232,0.032,0.36,0.608,0.0528,0.52,0.4272,0.255,0.15,0.595,0.1615,0.05,0.7885,0.1344,0.16,0.7056,0.1909,0.17,0.6391,50.0,25.0,25.0,8.0,78.0,C+,99.0,87.0,B,135.0,67.0,D,60.0,45.0,F,55.0,82.0,B,0.0,0.0,,349.0,71.0,C,10.0,90.0,A    ,14.0,50.0,F    ,24.0,67.0,D    ,,0.0,,0.0,0.95,0.95,1.0,0.95,5.0,0.0,1.0,,0.6,0,0.67,0.0,5.0,1.0,C
